Time,Exam,Holiday,Semester,Tickets Issued,Issued Amount
5/18/23,0,0,17,114,1375
5/19/23,0,0,17,79,1270
5/20/23,0,0,17,0,0
5/21/23,0,0,17,0,0
5/22/23,0,0,17,39,1380
5/23/23,0,0,17,94,3985
5/24/23,0,0,17,24,1140
5/25/23,0,0,17,16,480
5/26/23,0,0,17,23,910
5/27/23,0,0,17,0,0
5/28/23,0,0,17,0,0
5/29/23,0,1,17,0,0
5/30/23,0,0,17,58,2275
5/31/23,0,0,17,95,4205
6/1/23,0,0,17,75,3225
6/2/23,0,0,17,66,2960
6/3/23,0,0,17,0,0
6/4/23,0,0,17,0,0
6/5/23,0,0,17,144,7435
6/6/23,0,0,17,124,6355
6/7/23,0,0,17,62,3395
6/8/23,0,0,17,119,6445
6/9/23,0,0,17,33,1810
6/10/23,0,0,17,0,0
6/11/23,0,0,17,0,0
6/12/23,0,0,17,72,4190
6/13/23,0,0,17,90,4330
6/14/23,0,0,17,28,1365
6/15/23,0,0,17,108,5645
6/16/23,0,0,17,25,1525
6/17/23,0,0,17,0,0
6/18/23,0,0,17,0,0
6/19/23,0,1,17,0,0
6/20/23,0,0,17,43,2505
6/21/23,0,0,17,106,5410
6/22/23,0,0,17,100,5380
6/23/23,0,0,17,73,3725
6/24/23,0,0,17,0,0
6/25/23,0,0,17,0,0
6/26/23,0,0,17,58,2625
6/27/23,0,0,17,64,3615
6/28/23,0,0,17,46,2145
6/29/23,0,0,17,52,2835
6/30/23,0,0,17,34,2065
7/1/23,0,0,17,0,0
7/2/23,0,0,17,1,40
7/3/23,0,0,17,0,0
7/4/23,0,1,17,0,0
7/5/23,0,0,17,53,2820
7/6/23,0,0,17,64,3570
7/7/23,0,0,17,32,1795
7/8/23,0,0,17,0,0
7/9/23,0,0,17,0,0
7/10/23,0,0,17,74,3925
7/11/23,0,0,17,85,4520
7/12/23,0,0,17,4,240
7/13/23,0,0,17,40,1840
7/14/23,0,0,17,27,1180
7/15/23,0,0,17,0,0
7/16/23,0,0,17,0,0
7/17/23,0,0,17,78,3200
7/18/23,0,0,17,41,2560
7/19/23,0,0,17,94,4930
7/20/23,0,0,17,87,4555
7/21/23,0,0,17,57,2930
7/22/23,0,0,17,0,0
7/23/23,0,0,17,0,0
7/24/23,0,0,17,86,4255
7/25/23,0,0,17,63,3095
7/26/23,0,0,17,68,3960
7/27/23,0,0,17,83,4980
7/28/23,0,0,17,42,2270
7/29/23,0,0,17,0,0
7/30/23,0,0,17,0,0
7/31/23,0,0,17,50,2510
8/1/23,0,0,17,33,1385
8/2/23,0,0,17,41,2595
8/3/23,0,0,17,47,3020
8/4/23,0,0,17,16,665
8/5/23,0,0,17,0,0
8/6/23,0,0,17,0,0
8/7/23,0,0,17,52,2435
8/8/23,0,0,17,15,640
8/9/23,0,0,17,29,1525
8/10/23,1,0,17,35,1930
8/11/23,1,0,17,11,560
8/12/23,0,0,1,0,0
8/13/23,0,0,1,0,0
8/14/23,0,0,1,23,940
8/15/23,0,0,1,45,2835
8/16/23,0,0,1,51,2150
8/17/23,0,0,1,0,0
8/18/23,0,0,1,0,0
8/19/23,0,0,1,0,0
8/20/23,0,0,1,0,0
8/21/23,0,0,18,104,4425
8/22/23,0,0,18,151,6580
8/23/23,0,0,18,225,4525
8/24/23,0,0,18,179,2995
8/25/23,0,0,18,218,5085
8/26/23,0,0,18,0,0
8/27/23,0,0,18,0,0
8/28/23,0,0,18,257,6095
8/29/23,0,0,18,441,11380
8/30/23,0,0,18,324,7225
8/31/23,0,0,18,353,11780
9/1/23,0,0,18,208,6430
9/2/23,0,0,18,0,0
9/3/23,0,0,18,0,0
9/4/23,0,1,18,0,0
9/5/23,0,0,18,161,7885
9/6/23,0,0,18,289,15690
9/7/23,0,0,18,248,9905
9/8/23,0,0,18,117,5160
9/9/23,0,0,18,0,0
9/10/23,0,0,18,0,0
9/11/23,0,0,18,255,11120
9/12/23,0,0,18,223,9290
9/13/23,0,0,18,177,6595
9/14/23,0,0,18,209,8240
9/15/23,0,0,18,89,2985
9/16/23,0,0,18,0,0
9/17/23,0,0,18,0,0
9/18/23,0,0,18,193,7730
9/19/23,0,0,18,203,8310
9/20/23,0,0,18,198,7500
9/21/23,0,0,18,226,8150
9/22/23,0,0,18,128,5205
9/23/23,0,0,18,0,0
9/24/23,0,0,18,0,0
9/25/23,0,0,18,215,7600
9/26/23,0,0,18,146,4375
9/27/23,0,0,18,186,6620
9/28/23,0,0,18,248,9110
9/29/23,0,0,18,69,2825
9/30/23,0,0,18,0,0
10/1/23,0,0,18,0,0
10/2/23,0,0,18,183,7260
10/3/23,0,0,18,184,7305
10/4/23,0,0,18,147,5585
10/5/23,0,0,18,23,1075
10/6/23,0,0,18,0,0
10/7/23,0,0,18,0,0
10/8/23,0,0,18,0,0
10/9/23,0,0,18,131,4155
10/10/23,0,0,18,148,5465
10/11/23,0,0,18,214,8920
10/12/23,0,0,18,221,7545
10/13/23,0,0,18,142,4895
10/14/23,0,0,18,0,0
10/15/23,0,0,18,0,0
10/16/23,0,0,18,111,3190
10/17/23,0,0,18,181,6650
10/18/23,0,0,18,110,3830
10/19/23,0,0,18,202,8535
10/20/23,0,0,18,141,5455
10/21/23,0,0,18,0,0
10/22/23,0,0,18,0,0
10/23/23,0,0,18,125,4775
10/24/23,0,0,18,205,8025
10/25/23,0,0,18,191,7390
10/26/23,0,0,18,159,5745
10/27/23,0,0,18,108,4100
10/28/23,0,0,18,0,0
10/29/23,0,0,18,0,0
10/30/23,0,0,18,158,4100
10/31/23,0,0,18,190,7140
11/1/23,0,0,18,190,7565
11/2/23,0,0,18,211,7465
11/3/23,0,0,18,123,5535
11/4/23,0,0,18,0,0
11/5/23,0,0,18,0,0
11/6/23,0,0,18,131,5115
11/7/23,0,0,18,188,6865
11/8/23,0,0,18,148,5125
11/9/23,0,0,18,166,6620
11/10/23,0,0,18,75,2950
11/11/23,0,0,18,2,150
11/12/23,0,0,18,0,0
11/13/23,0,0,18,178,5445
11/14/23,0,0,18,184,7410
11/15/23,0,0,18,202,8625
11/16/23,0,0,18,175,6255
11/17/23,0,0,18,115,4755
11/18/23,0,0,18,0,0
11/19/23,0,0,18,0,0
11/20/23,0,0,18,156,4465
11/21/23,0,0,18,121,4305
11/22/23,0,1,18,27,1100
11/23/23,0,1,18,0,0
11/24/23,0,1,18,0,0
11/25/23,0,0,18,0,0
11/26/23,0,0,18,0,0
11/27/23,0,0,18,164,5400
11/28/23,0,0,18,114,4285
11/29/23,0,0,18,99,3410
11/30/23,0,0,18,167,6415
12/1/23,0,0,18,124,5895
12/2/23,0,0,18,0,0
12/3/23,0,0,18,0,0
12/4/23,0,0,18,150,4295
12/5/23,0,0,18,101,3730
12/6/23,0,1,18,110,3920
12/7/23,1,0,18,173,7520
12/8/23,1,0,18,76,3040
12/9/23,1,0,18,1,100
12/10/23,1,0,18,0,0
12/11/23,1,0,18,114,4340
12/12/23,1,0,18,140,5200
12/13/23,1,0,18,37,1410
12/14/23,0,0,0,0,0
12/15/23,0,0,1,6,240
12/16/23,0,0,1,0,0
12/17/23,0,0,1,0,0
12/18/23,0,0,1,0,0
12/19/23,0,0,1,0,0
12/20/23,0,0,1,0,0
12/21/23,0,0,1,0,0
12/22/23,0,0,1,0,0
12/23/23,0,0,1,0,0
12/24/23,0,0,1,0,0
12/25/23,0,0,1,0,0
12/26/23,0,0,1,0,0
12/27/23,0,0,1,0,0
12/28/23,0,0,1,0,0
12/29/23,0,0,1,0,0
12/30/23,0,0,1,0,0
12/31/23,0,0,1,0,0
1/1/24,0,0,1,0,0
1/2/24,0,0,1,31,1230
1/3/24,0,0,1,32,1715
1/4/24,0,0,1,34,1630
1/5/24,0,0,1,38,2015
1/6/24,0,0,1,0,0
1/7/24,0,0,1,0,0
1/8/24,0,0,1,50,1590
1/9/24,0,0,1,52,2525
1/10/24,0,0,1,50,2580
1/11/24,0,0,1,69,2125
1/12/24,0,0,1,8,355
1/13/24,0,0,1,0,0
1/14/24,0,0,1,0,0
1/15/24,0,1,1,0,0
1/16/24,0,0,19,45,1475
1/17/24,0,0,19,140,1825
1/18/24,0,0,19,167,3455
1/19/24,0,0,19,62,850
1/20/24,0,0,19,0,0
1/21/24,0,0,19,0,0
1/22/24,0,0,19,204,3120
1/23/24,0,0,19,143,3145
1/24/24,0,0,19,174,3195
1/25/24,0,0,19,179,3195
1/26/24,0,0,19,112,2340
1/27/24,0,0,19,0,0
1/28/24,0,0,19,0,0
1/29/24,0,0,19,192,8955
1/30/24,0,0,19,145,6475
1/31/24,0,0,19,232,11945
2/1/24,0,0,19,187,9310
2/2/24,0,0,19,87,4675
2/3/24,0,0,19,0,0
2/4/24,0,0,19,0,0
2/5/24,0,0,19,268,14150
2/6/24,0,0,19,191,9710
2/7/24,0,0,19,160,7750
2/8/24,0,0,19,240,12090
2/9/24,0,0,19,70,3900
2/10/24,0,0,19,0,0
2/11/24,0,0,19,0,0
2/12/24,0,0,19,151,7680
2/13/24,0,0,19,173,8120
2/14/24,0,0,19,140,7230
2/15/24,0,0,19,97,4550
2/16/24,0,0,19,117,5495
2/17/24,0,0,19,0,0
2/18/24,0,0,19,0,0
2/19/24,0,0,19,154,7445
2/20/24,0,0,19,167,8945
2/21/24,0,0,19,143,7860
2/22/24,0,0,19,180,9330
2/23/24,0,0,19,104,5395
2/24/24,0,0,19,0,0
2/25/24,0,0,19,0,0
2/26/24,0,0,19,203,11245
2/27/24,0,0,19,121,6050
2/28/24,0,0,19,153,6870
2/29/24,0,0,19,153,8290
3/1/24,0,0,19,104,4855
3/2/24,0,0,19,0,0
3/3/24,0,0,19,0,0
3/4/24,0,0,19,0,0
3/5/24,0,0,19,0,0
3/6/24,0,0,19,0,0
3/7/24,0,0,19,0,0
3/8/24,0,0,19,0,0
3/9/24,0,0,19,0,0
3/10/24,0,0,19,0,0
3/11/24,0,0,19,0,0
3/12/24,0,0,19,0,0
3/13/24,0,0,19,0,0
3/14/24,0,0,19,0,0
3/15/24,0,0,19,0,0
3/16/24,0,0,19,0,0
3/17/24,0,0,19,0,0
3/18/24,0,0,19,0,0
3/19/24,0,0,19,0,0
3/20/24,0,0,19,0,0
3/21/24,0,0,19,0,0
3/22/24,0,0,19,0,0
3/23/24,0,0,19,0,0
3/24/24,0,0,19,0,0
3/25/24,0,0,19,0,0
3/26/24,0,0,19,0,0
3/27/24,0,0,19,0,0
3/28/24,0,0,19,0,0
3/29/24,0,0,19,0,0
3/30/24,0,0,19,0,0
3/31/24,0,0,19,0,0
4/1/24,0,0,19,0,0
4/2/24,0,0,19,0,0
4/3/24,0,0,19,0,0
4/4/24,0,0,19,0,0
4/5/24,0,0,19,0,0
4/6/24,0,0,19,0,0
4/7/24,0,0,19,0,0
4/8/24,0,0,19,0,0
4/9/24,0,0,19,0,0
4/10/24,0,0,19,0,0
4/11/24,0,0,19,0,0
4/12/24,0,0,19,0,0
4/13/24,0,0,19,0,0
4/14/24,0,0,19,0,0
4/15/24,0,0,19,0,0
4/16/24,0,0,19,0,0
4/17/24,0,0,19,0,0
4/18/24,0,0,19,0,0
4/19/24,0,0,19,0,0
4/20/24,0,0,19,0,0
4/21/24,0,0,19,0,0
4/22/24,0,0,19,0,0
4/23/24,0,0,19,0,0
4/24/24,0,0,19,0,0
4/25/24,0,0,19,0,0
4/26/24,0,0,19,0,0
4/27/24,0,0,19,0,0
4/28/24,0,0,19,0,0
4/29/24,0,0,19,0,0
4/30/24,0,0,19,0,0
