revenue
6440
5680
5565
1635
1455
9385
4260
5885
5735
11660
905
1595
9000
8330
9535
7350
11375
3475
4960
18400
15635
42455
35245
21425
1870
3250
8420
6085
4745
4585
10380
80
405
565
10065
11380
27855
7640
285
1125
8405
7345
9150
15915
3960
130
1440
25930
32895
24385
31350
22900
7370
3545
21845
27495
21375
1360
2035
110
425
7450
7000
29730
7380
7320
3895
2085
11970
7655
8485
9270
5895
3190
3250
3030
7855
2525
2615
6005
55
11245
2575
8350
2530
11660
7045
660
1265
2575
7950
5715
3020
1980
1745
2690
935
2875
3005
1845
4235
800
0
7030
5075
3180
2480
5830
550
1405
4170
6585
1380
0
2505
810
2380
6425
2485
3130
3140
5570
480
3765
3270
7340
5420
4055
2515
1085
405
6450
3695
3560
895
665
955
1415
3720
2580
5135
1590
4375
0
3800
1685
0
575
0
0
0
0
0
0
3520
2370
3815
935
2005
1605
2135
3280
3290
5120
0
1430
1185
4275
2175
5825
4955
110
430
780
3055
7980
7510
10080
55
2585
14690
12695
10965
8380
9125
2870
2915
16945
11660
11050
30565
13185
925
2655
27700
14515
9750
21835
31620
890
7205
21240
20905
16675
12460
20115
11025
4705
12560
23330
20560
10620
11510
3575
4435
10055
7295
6875
8560
32220
1755
1585
8885
6100
6610
8800
5405
3320
5000
12505
10020
11200
13470
12610
1255
6510
18145
12950
12535
10615
14455
4545
4470
12120
9655
8110
10500
11245
1970
3175
13695
14905
9855
7935
16375
1480
9925
16920
9615
11600
15465
22515
395
3855
18335
9140
11860
9525
18325
3350
3020
12965
9165
9385
8365
10405
1625
4415
3770
4075
7050
1215
825
0
375
5140
10290
6630
5295
8075
0
1585
3480
8150
1825
1660
2170
0
2290
440
660
2760
1580
720
130
550
2115
3760
2770
2910
3560
1000
1365
2780
8830
2075
1535
2515
1525
975
5250
3715
5160
2570
4075
1505
935
5565
6635
2090
2425
6370
555
410
4905
4095
3205
55
1250
630
270
1175
1635
2360
4070
1905
245
245
2640
2325
3090
2515
5725
2735
760
2670
4615
3800
4295
4210
370
370
3255
4795
1910
3070
2260
410
165
4280
4230
2510
7610
1810
925
1085
3825
1820
1565
1430
1205
165
365
1695
1590
3900
6380
11370
405
3105
11485
14235
9775
10795
10810
2160
1995
3010
11920
12865
6445
7430
4125
3860
9830
7805
10885
10965
9770
4335
2335
6910
5650
6800
4630
9885
220
865
3080
3300
3240
2245
1610
130
1000
7240
8360
8950
6915
5835
165
205
5430
6075
7160
8910
7765
165
3060
7880
8245
4650
5020
4035
0
0
4470
4770
7410
3400
9730
1325
1355
6890
5995
6210
6560
5585
2090
1350
5975
4445
6270
4075
4895
9570
2430
6315
9850
12040
11180
4235
3665
2050
11785
7860
14845
21635
8410
450
2890
14835
6995
965
0
4835
3405
760
2255
2055
5300
1190
2600
130
900
2125
4125
4060
2730
1255
0
600
1270
2730
2280
3195
3940
0
150
605
110
0
0
0
0
330
0
0
0
1160
910
0
55
3050
2445
3885
1130
1870
0
320
3365
3025
2600
2495
990
300
550
645
12015
17970
11850
7195
35495
1950
14700
16555
5660
6055
8240
9435
3730
9200
11480
7765
7375
8350
465
13455
7175
9130
7345
7545
7900
6070
2725
8615
11365
9815
8705
9535
3005
2310
8350
6605
7715
7685
13725
10615
1940
12285
17410
7950
18040
23625
4665
1840
17985
9690
7825
4670
5845
1455
4195
2135
650
115
150
805
0
40
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
150
340
0
0
1315
0
0
0
1575
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
100
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
55
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
750
0
0
55
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
130
3870
215
130
0
75
1695
225
1020
785
395
0
0
0
150
3205
5625
3980
0
0
4845
3220
6045
5420
280
0
0
3235
6270
6530
4690
4755
120
200
7285
2290
5130
4325
2345
600
120
4155
4545
8700
9795
9675
760
655
7565
7145
8900
4720
8800
0
280
13565
8875
10460
4765
6735
40
760
6830
10945
5805
8580
6155
40
240
11260
6560
5105
6810
7350
720
120
9120
6430
5310
5870
4105
320
120
4685
4670
3690
7075
6180
2120
80
4540
5395
1600
40
40
80
0
2470
650
6595
5570
2340
240
40
3025
6060
2925
2880
1185
0
0
0
110
0
265
0
0
0
0
1150
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
710
1345
685
1165
0
0
0
560
2595
1950
1535
0
0
1650
2255
3905
1880
3525
0
0
4465
6585
7330
4110
4040
675
120
4860
4630
6125
40
4405
0
0
0
0
0
0
0
0
0
5855
6280
9145
5145
6175
200
40
5795
5450
7610
4880
6915
520
480
3805
5420
6520
5575
6375
360
120
1765
1560
1125
1680
200
160
120
6610
7515
6855
6875
6225
560
280
7185
6180
5820
6230
5275
280
0
3880
6580
6920
5470
4565
520
160
5095
4120
4795
5115
5170
720
160
5380
4435
4830
4600
5040
120
320
4020
3970
5665
2305
3440
240
120
3745
2980
2465
4215
4860
1320
80
3985
3690
5060
1775
1895
400
80
6495
2315
1645
40
95
0
0
1225
1245
1875
955
